exam_id,relative_path,num_nans
199873,samitrop/samitrop_unzipped/199873,42
20129,samitrop/samitrop_unzipped/20129,42
201711,samitrop/samitrop_unzipped/201711,42
204537,samitrop/samitrop_unzipped/204537,42
204540,samitrop/samitrop_unzipped/204540,42
204546,samitrop/samitrop_unzipped/204546,42
204666,samitrop/samitrop_unzipped/204666,42
204680,samitrop/samitrop_unzipped/204680,42
204871,samitrop/samitrop_unzipped/204871,42
205481,samitrop/samitrop_unzipped/205481,42
205674,samitrop/samitrop_unzipped/205674,42
205960,samitrop/samitrop_unzipped/205960,42
206679,samitrop/samitrop_unzipped/206679,42
206723,samitrop/samitrop_unzipped/206723,42
207467,samitrop/samitrop_unzipped/207467,42
211017,samitrop/samitrop_unzipped/211017,42
212279,samitrop/samitrop_unzipped/212279,42
214270,samitrop/samitrop_unzipped/214270,44
214334,samitrop/samitrop_unzipped/214334,42
214951,samitrop/samitrop_unzipped/214951,42
215304,samitrop/samitrop_unzipped/215304,42
215992,samitrop/samitrop_unzipped/215992,42
215993,samitrop/samitrop_unzipped/215993,42
217447,samitrop/samitrop_unzipped/217447,42
217448,samitrop/samitrop_unzipped/217448,42
217884,samitrop/samitrop_unzipped/217884,42
218217,samitrop/samitrop_unzipped/218217,46
22083,samitrop/samitrop_unzipped/22083,42
220892,samitrop/samitrop_unzipped/220892,42
221265,samitrop/samitrop_unzipped/221265,42
222345,samitrop/samitrop_unzipped/222345,42
222347,samitrop/samitrop_unzipped/222347,42
222349,samitrop/samitrop_unzipped/222349,42
222359,samitrop/samitrop_unzipped/222359,42
222838,samitrop/samitrop_unzipped/222838,42
223100,samitrop/samitrop_unzipped/223100,42
225854,samitrop/samitrop_unzipped/225854,42
229274,samitrop/samitrop_unzipped/229274,42
229469,samitrop/samitrop_unzipped/229469,42
232458,samitrop/samitrop_unzipped/232458,42
23710,samitrop/samitrop_unzipped/23710,42
237415,samitrop/samitrop_unzipped/237415,42
238288,samitrop/samitrop_unzipped/238288,44
238312,samitrop/samitrop_unzipped/238312,42
23906,samitrop/samitrop_unzipped/23906,42
239656,samitrop/samitrop_unzipped/239656,42
24028,samitrop/samitrop_unzipped/24028,42
240473,samitrop/samitrop_unzipped/240473,42
241691,samitrop/samitrop_unzipped/241691,42
242086,samitrop/samitrop_unzipped/242086,56
242434,samitrop/samitrop_unzipped/242434,42
243610,samitrop/samitrop_unzipped/243610,42
245469,samitrop/samitrop_unzipped/245469,42
246063,samitrop/samitrop_unzipped/246063,42
246549,samitrop/samitrop_unzipped/246549,42
247006,samitrop/samitrop_unzipped/247006,42
247007,samitrop/samitrop_unzipped/247007,42
247009,samitrop/samitrop_unzipped/247009,42
247841,samitrop/samitrop_unzipped/247841,42
248428,samitrop/samitrop_unzipped/248428,42
248457,samitrop/samitrop_unzipped/248457,42
248627,samitrop/samitrop_unzipped/248627,42
248634,samitrop/samitrop_unzipped/248634,42
248635,samitrop/samitrop_unzipped/248635,42
248637,samitrop/samitrop_unzipped/248637,42
250531,samitrop/samitrop_unzipped/250531,42
250844,samitrop/samitrop_unzipped/250844,42
252713,samitrop/samitrop_unzipped/252713,42
253214,samitrop/samitrop_unzipped/253214,42
253664,samitrop/samitrop_unzipped/253664,42
253803,samitrop/samitrop_unzipped/253803,42
253872,samitrop/samitrop_unzipped/253872,42
254019,samitrop/samitrop_unzipped/254019,42
254023,samitrop/samitrop_unzipped/254023,42
254024,samitrop/samitrop_unzipped/254024,42
254026,samitrop/samitrop_unzipped/254026,42
254031,samitrop/samitrop_unzipped/254031,42
255544,samitrop/samitrop_unzipped/255544,42
255613,samitrop/samitrop_unzipped/255613,42
255650,samitrop/samitrop_unzipped/255650,42
255726,samitrop/samitrop_unzipped/255726,42
255774,samitrop/samitrop_unzipped/255774,42
257748,samitrop/samitrop_unzipped/257748,42
257838,samitrop/samitrop_unzipped/257838,42
258330,samitrop/samitrop_unzipped/258330,42
258332,samitrop/samitrop_unzipped/258332,42
258333,samitrop/samitrop_unzipped/258333,42
258337,samitrop/samitrop_unzipped/258337,42
258851,samitrop/samitrop_unzipped/258851,42
258920,samitrop/samitrop_unzipped/258920,42
259454,samitrop/samitrop_unzipped/259454,42
260358,samitrop/samitrop_unzipped/260358,42
262069,samitrop/samitrop_unzipped/262069,42
262072,samitrop/samitrop_unzipped/262072,42
262362,samitrop/samitrop_unzipped/262362,42
262792,samitrop/samitrop_unzipped/262792,56
263087,samitrop/samitrop_unzipped/263087,42
263625,samitrop/samitrop_unzipped/263625,42
263638,samitrop/samitrop_unzipped/263638,42
263726,samitrop/samitrop_unzipped/263726,42
264401,samitrop/samitrop_unzipped/264401,42
265513,samitrop/samitrop_unzipped/265513,42
265613,samitrop/samitrop_unzipped/265613,56
265698,samitrop/samitrop_unzipped/265698,42
267374,samitrop/samitrop_unzipped/267374,56
267377,samitrop/samitrop_unzipped/267377,42
267529,samitrop/samitrop_unzipped/267529,42
267541,samitrop/samitrop_unzipped/267541,42
267552,samitrop/samitrop_unzipped/267552,42
267639,samitrop/samitrop_unzipped/267639,42
267645,samitrop/samitrop_unzipped/267645,42
267647,samitrop/samitrop_unzipped/267647,42
268739,samitrop/samitrop_unzipped/268739,42
270713,samitrop/samitrop_unzipped/270713,42
273421,samitrop/samitrop_unzipped/273421,42
274326,samitrop/samitrop_unzipped/274326,42
276016,samitrop/samitrop_unzipped/276016,42
277208,samitrop/samitrop_unzipped/277208,42
277209,samitrop/samitrop_unzipped/277209,42
277210,samitrop/samitrop_unzipped/277210,42
277212,samitrop/samitrop_unzipped/277212,42
278468,samitrop/samitrop_unzipped/278468,42
278709,samitrop/samitrop_unzipped/278709,42
278822,samitrop/samitrop_unzipped/278822,42
281018,samitrop/samitrop_unzipped/281018,42
282585,samitrop/samitrop_unzipped/282585,42
282743,samitrop/samitrop_unzipped/282743,42
282818,samitrop/samitrop_unzipped/282818,42
283085,samitrop/samitrop_unzipped/283085,42
283299,samitrop/samitrop_unzipped/283299,42
283458,samitrop/samitrop_unzipped/283458,42
284755,samitrop/samitrop_unzipped/284755,42
285003,samitrop/samitrop_unzipped/285003,42
285304,samitrop/samitrop_unzipped/285304,42
285351,samitrop/samitrop_unzipped/285351,42
285511,samitrop/samitrop_unzipped/285511,42
285512,samitrop/samitrop_unzipped/285512,42
285515,samitrop/samitrop_unzipped/285515,42
285607,samitrop/samitrop_unzipped/285607,42
285658,samitrop/samitrop_unzipped/285658,42
285735,samitrop/samitrop_unzipped/285735,42
285798,samitrop/samitrop_unzipped/285798,42
285812,samitrop/samitrop_unzipped/285812,42
286699,samitrop/samitrop_unzipped/286699,42
287121,samitrop/samitrop_unzipped/287121,42
287202,samitrop/samitrop_unzipped/287202,42
289464,samitrop/samitrop_unzipped/289464,56
289467,samitrop/samitrop_unzipped/289467,44
289471,samitrop/samitrop_unzipped/289471,42
289472,samitrop/samitrop_unzipped/289472,42
289474,samitrop/samitrop_unzipped/289474,42
289478,samitrop/samitrop_unzipped/289478,44
291319,samitrop/samitrop_unzipped/291319,42
293692,samitrop/samitrop_unzipped/293692,56
4991,samitrop/samitrop_unzipped/4991,42
598558,samitrop/samitrop_unzipped/598558,42
598561,samitrop/samitrop_unzipped/598561,44
598567,samitrop/samitrop_unzipped/598567,42
607610,samitrop/samitrop_unzipped/607610,42
613871,samitrop/samitrop_unzipped/613871,42
613878,samitrop/samitrop_unzipped/613878,42
613881,samitrop/samitrop_unzipped/613881,42
613883,samitrop/samitrop_unzipped/613883,42
613896,samitrop/samitrop_unzipped/613896,42
613903,samitrop/samitrop_unzipped/613903,42
622422,samitrop/samitrop_unzipped/622422,42
622424,samitrop/samitrop_unzipped/622424,42
622427,samitrop/samitrop_unzipped/622427,42
623698,samitrop/samitrop_unzipped/623698,42
623713,samitrop/samitrop_unzipped/623713,42
623739,samitrop/samitrop_unzipped/623739,42
623904,samitrop/samitrop_unzipped/623904,56
626207,samitrop/samitrop_unzipped/626207,42
626735,samitrop/samitrop_unzipped/626735,42
636212,samitrop/samitrop_unzipped/636212,42
638128,samitrop/samitrop_unzipped/638128,42
662183,samitrop/samitrop_unzipped/662183,42
662210,samitrop/samitrop_unzipped/662210,42
672395,samitrop/samitrop_unzipped/672395,42
673081,samitrop/samitrop_unzipped/673081,42
678293,samitrop/samitrop_unzipped/678293,42
690340,samitrop/samitrop_unzipped/690340,42
692627,samitrop/samitrop_unzipped/692627,42
695752,samitrop/samitrop_unzipped/695752,42
700743,samitrop/samitrop_unzipped/700743,42
728374,samitrop/samitrop_unzipped/728374,42
738670,samitrop/samitrop_unzipped/738670,42
740339,samitrop/samitrop_unzipped/740339,42
743398,samitrop/samitrop_unzipped/743398,42
747529,samitrop/samitrop_unzipped/747529,42
755139,samitrop/samitrop_unzipped/755139,42
755806,samitrop/samitrop_unzipped/755806,42
763435,samitrop/samitrop_unzipped/763435,44
768957,samitrop/samitrop_unzipped/768957,42
772009,samitrop/samitrop_unzipped/772009,42
776005,samitrop/samitrop_unzipped/776005,42
784818,samitrop/samitrop_unzipped/784818,42
804273,samitrop/samitrop_unzipped/804273,42
804775,samitrop/samitrop_unzipped/804775,42
805211,samitrop/samitrop_unzipped/805211,42
812997,samitrop/samitrop_unzipped/812997,42
818056,samitrop/samitrop_unzipped/818056,42
830621,samitrop/samitrop_unzipped/830621,42
830625,samitrop/samitrop_unzipped/830625,42
830626,samitrop/samitrop_unzipped/830626,42
830627,samitrop/samitrop_unzipped/830627,42
830628,samitrop/samitrop_unzipped/830628,42
830631,samitrop/samitrop_unzipped/830631,42
830636,samitrop/samitrop_unzipped/830636,42
830637,samitrop/samitrop_unzipped/830637,42
830648,samitrop/samitrop_unzipped/830648,70
830651,samitrop/samitrop_unzipped/830651,42
830653,samitrop/samitrop_unzipped/830653,42
830654,samitrop/samitrop_unzipped/830654,42
830660,samitrop/samitrop_unzipped/830660,42
830665,samitrop/samitrop_unzipped/830665,42
830673,samitrop/samitrop_unzipped/830673,42
830674,samitrop/samitrop_unzipped/830674,42
830676,samitrop/samitrop_unzipped/830676,42
830679,samitrop/samitrop_unzipped/830679,42
830680,samitrop/samitrop_unzipped/830680,42
830683,samitrop/samitrop_unzipped/830683,42
830685,samitrop/samitrop_unzipped/830685,42
830692,samitrop/samitrop_unzipped/830692,42
830693,samitrop/samitrop_unzipped/830693,42
830696,samitrop/samitrop_unzipped/830696,42
830697,samitrop/samitrop_unzipped/830697,42
830698,samitrop/samitrop_unzipped/830698,42
830699,samitrop/samitrop_unzipped/830699,42
830700,samitrop/samitrop_unzipped/830700,56
830703,samitrop/samitrop_unzipped/830703,42
830706,samitrop/samitrop_unzipped/830706,42
830711,samitrop/samitrop_unzipped/830711,42
830719,samitrop/samitrop_unzipped/830719,42
830736,samitrop/samitrop_unzipped/830736,42
837289,samitrop/samitrop_unzipped/837289,42
843683,samitrop/samitrop_unzipped/843683,42
856037,samitrop/samitrop_unzipped/856037,42
860837,samitrop/samitrop_unzipped/860837,42
864825,samitrop/samitrop_unzipped/864825,42
871196,samitrop/samitrop_unzipped/871196,42
872925,samitrop/samitrop_unzipped/872925,42
873765,samitrop/samitrop_unzipped/873765,42
8760,samitrop/samitrop_unzipped/8760,42
98580,samitrop/samitrop_unzipped/98580,42
99398,samitrop/samitrop_unzipped/99398,42
99671,samitrop/samitrop_unzipped/99671,42
