epoch,step,train_loss_step
0,7199,0.004528909921646118
0,7249,0.006476342678070068
0,7299,0.008246272802352905
0,7349,0.0018135607242584229
0,7399,0.19323651492595673
0,7449,0.0018481314182281494
0,7499,0.008414357900619507
0,7549,0.001371920108795166
0,7599,0.02538558840751648
0,7649,0.0065659284591674805
0,7699,0.4981570839881897
0,7749,0.0037407279014587402
0,7799,0.008986130356788635
0,7849,0.21986328065395355
0,7899,0.009751826524734497
0,7949,0.0017406344413757324
0,7999,0.0024001002311706543
0,8049,0.36944422125816345
0,8099,0.002721548080444336
0,8149,0.21510551869869232
0,8199,0.004257217049598694
0,8249,0.007123485207557678
0,8299,0.006629630923271179
0,8349,0.0017828941345214844
0,8399,0.4454304575920105
0,8449,0.006020903587341309
0,8499,0.004316061735153198
0,8549,0.00492548942565918
0,8599,0.2711389660835266
0,8649,0.003137260675430298
0,8699,0.002325385808944702
0,8749,0.00225675106048584
0,8799,0.0055807530879974365
0,8849,0.005932226777076721
0,8899,0.006502270698547363
0,8949,0.00349310040473938
0,8999,0.4153348505496979
0,9049,0.003607138991355896
0,9099,0.0014198720455169678
0,9149,0.014432862401008606
0,9199,0.005777791142463684
0,9249,0.003978028893470764
0,9299,0.00613836944103241
0,9349,0.44670602679252625
0,9399,0.003559291362762451
0,9449,0.002160787582397461
0,9499,0.0035836994647979736
0,9549,0.003161400556564331
0,9599,0.0012139976024627686
0,9649,0.0012089014053344727
0,9699,0.001893162727355957
0,9749,0.0033366382122039795
0,9799,0.002719789743423462
0,9849,0.003959983587265015
0,9899,0.3059147894382477
0,9949,0.00555872917175293
0,9999,0.002486109733581543
0,10049,0.2956583499908447
0,10099,0.004924967885017395
0,10149,0.0033728331327438354
0,10199,0.00296860933303833
0,10249,0.002494215965270996
0,10299,0.004355013370513916
0,10349,0.013051003217697144
0,10399,0.0074335187673568726
0,10449,0.001968562602996826
0,10499,0.00652177631855011
0,10549,0.0032099485397338867
0,10599,0.24046535789966583
0,10649,0.0066836923360824585
0,10699,0.0018956661224365234
0,10749,0.011964574456214905
0,10799,0.005990445613861084
0,10849,0.42667144536972046
0,10899,0.0019181668758392334
0,10949,0.27631646394729614
0,10999,0.4478130340576172
0,11049,0.0030372142791748047
0,11099,0.38448888063430786
0,11149,0.0018487870693206787
0,11199,0.4427080750465393
0,11249,0.004177525639533997
0,11299,0.005140647292137146
0,11349,0.014850929379463196
0,11399,0.006929054856300354
0,11449,0.0034991204738616943
0,11499,0.004951566457748413
0,11549,0.0020987093448638916
0,11599,0.013320773839950562
0,11649,0.004747539758682251
0,11699,0.006740480661392212
0,11749,0.2043137401342392
0,11799,0.0077010393142700195
0,11849,0.4876880645751953
0,11899,0.0017103254795074463
0,11949,0.4559735059738159
0,11999,0.28299856185913086
0,12049,0.014720022678375244
0,12099,0.41701430082321167
0,12149,0.0026859939098358154
0,12199,0.003006488084793091
0,12249,0.0061779022216796875
0,12299,0.0035160481929779053
0,12349,0.005722120404243469
0,12399,0.003998160362243652
0,12449,0.001650094985961914
0,12499,0.0070733726024627686
0,12549,0.005327701568603516
0,12599,0.4524106979370117
0,12649,0.006934791803359985
0,12699,0.22031188011169434
0,12749,0.0034369975328445435
0,12799,0.6162123680114746
0,12849,0.0058628469705581665
0,12899,0.010086894035339355
0,12949,0.0015061795711517334
0,12999,0.3470116853713989
0,13049,0.011388450860977173
0,13099,0.0073560625314712524
0,13149,0.26510217785835266
0,13199,0.006955891847610474
0,13249,0.003538757562637329
0,13299,0.3172244727611542
0,13349,0.338311105966568
0,13399,0.007212430238723755
0,13449,0.00777105987071991
0,13499,0.009072467684745789
0,13549,0.44048768281936646
0,13599,0.21561139822006226
0,13649,0.0018883943557739258
0,13699,0.005298525094985962
0,13749,0.00167885422706604
0,13799,0.2057790905237198
0,13849,0.004552990198135376
0,13899,0.009447619318962097
0,13949,0.46693626046180725
0,13999,0.012641757726669312
0,14049,0.008304625749588013
0,14099,0.011208221316337585
0,14149,0.002602994441986084
0,14199,0.006279394030570984
0,14249,0.00455668568611145
0,14299,0.3777007460594177
0,14349,0.3427512049674988
0,14399,0.005273386836051941
0,14449,0.0070572346448898315
0,14499,0.002512425184249878
0,14549,0.18496723473072052
0,14599,0.003404662013053894
0,14649,0.413501501083374
0,14699,0.010862544178962708
0,14749,0.003412216901779175
0,14799,0.013448953628540039
0,14849,0.004998534917831421
0,14899,0.6895878314971924
0,14949,0.19889436662197113
0,14999,0.01325814425945282
0,15049,0.005099266767501831
0,15099,0.0041526854038238525
0,15149,0.6487454175949097
0,15199,0.0024662017822265625
0,15249,0.46493807435035706
0,15299,0.002079606056213379
0,15349,0.007340535521507263
0,15399,0.007622644305229187
0,15449,0.0038815736770629883
0,15499,0.009988367557525635
0,15549,0.3317463994026184
0,15599,0.008086234331130981
0,15649,0.2937130928039551
0,15699,0.6935720443725586
0,15749,0.001383960247039795
0,15799,0.0036794841289520264
0,15849,0.0031691789627075195
0,15899,0.004982098937034607
0,15949,0.0024093538522720337
0,15999,0.24005216360092163
0,16049,0.42404434084892273
0,16099,0.0044386982917785645
0,16149,0.0037496089935302734
0,16199,0.0019335150718688965
0,16249,0.4341322183609009
0,16299,0.285500168800354
0,16349,0.3741653561592102
0,16399,0.003556668758392334
0,16449,0.3625205159187317
0,16499,0.001422882080078125
0,16549,0.004293650388717651
0,16599,0.3627910614013672
0,16649,0.007415488362312317
0,16699,0.0023675858974456787
0,16749,0.36664173007011414
0,16799,0.2766649127006531
0,16849,0.0010967254638671875
0,16899,0.005112797021865845
0,16949,0.004590466618537903
0,16999,0.013650208711624146
0,17049,0.004213392734527588
0,17099,0.004877865314483643
0,17149,0.4393535256385803
0,17199,0.004467397928237915
0,17249,0.002777606248855591
0,17299,0.002706080675125122
0,17349,0.3623681962490082
0,17399,0.0023715198040008545
0,17449,0.002092123031616211
0,17499,0.002510577440261841
0,17549,0.004454389214515686
0,17599,0.004350826144218445
0,17649,0.00398564338684082
0,17699,0.0019142329692840576
0,17749,0.0015396475791931152
0,17799,0.0010087788105010986
0,17849,0.006087794899940491
0,17899,0.4072134494781494
0,17949,0.0037381649017333984
0,17999,0.0025645792484283447
0,18049,0.006773412227630615
0,18099,0.004555463790893555
0,18149,0.6972365379333496
0,18199,0.28495800495147705
0,18249,0.012577429413795471
0,18299,0.004356563091278076
0,18349,0.0037313997745513916
0,18399,0.003760010004043579
0,18449,0.36865270137786865
0,18499,0.004493102431297302
0,18549,0.0027722716331481934
0,18599,0.3055458664894104
0,18649,0.00317227840423584
0,18699,0.0037914812564849854
0,18749,0.00261649489402771
0,18799,0.3193015158176422
0,18849,0.0008732378482818604
0,18899,0.003000587224960327
0,18949,0.0024524927139282227
0,18999,0.015989303588867188
0,19049,0.2150164097547531
0,19099,0.00387004017829895
0,19149,0.006981417536735535
0,19199,0.0031850337982177734
0,19249,0.23747490346431732
0,19299,0.20550385117530823
0,19349,0.013366356492042542
0,19399,0.00306643545627594
0,19449,0.006746813654899597
0,19499,0.0014061033725738525
0,19549,0.002214491367340088
0,19599,0.0021018385887145996
0,19649,0.27330508828163147
0,19699,0.3006743788719177
0,19749,0.0042572468519210815
0,19799,0.30698543787002563
0,19849,0.0010589361190795898
0,19899,0.0017444491386413574
0,19949,0.008319631218910217
0,19999,0.36229974031448364
0,20049,0.35182109475135803
0,20099,0.3417460024356842
0,20149,0.003523126244544983
0,20199,0.007401406764984131
0,20249,0.004735767841339111
0,20299,0.006910830736160278
0,20349,0.0023024678230285645
0,20399,0.19240647554397583
0,20449,0.350687712430954
0,20499,0.0012231171131134033
0,20549,0.0023490488529205322
0,20599,0.007347598671913147
0,20649,0.007881268858909607
0,20699,0.0025454163551330566
0,20749,0.0020682215690612793
0,20799,0.010339006781578064
0,20849,0.0016595125198364258
0,20899,0.0020045340061187744
0,20949,0.006231322884559631
0,20999,0.00685429573059082
0,21049,0.007264778017997742
0,21099,1.4286788702011108
0,21149,0.0032220780849456787
0,21199,0.33544087409973145
0,21249,0.37421196699142456
0,21299,0.019145146012306213
0,21349,0.005392923951148987
0,21399,0.2307100147008896
0,21449,0.0030426084995269775
0,21499,0.007117599248886108
0,21549,0.0037432610988616943
0,21599,0.0031723231077194214
0,21649,0.017389610409736633
0,21699,0.32546091079711914
0,21749,0.009262338280677795
0,21799,0.002478688955307007
0,21849,0.003955245018005371
0,21899,0.0019276142120361328
0,21949,0.007499516010284424
0,21999,0.006494954228401184
0,22049,0.0064891427755355835
0,22099,0.24273310601711273
0,22149,0.002294480800628662
0,22199,0.0011155009269714355
0,22249,0.004177913069725037
0,22299,0.0018415451049804688
0,22349,0.2719140350818634
0,22399,0.359551340341568
0,22449,0.0012616217136383057
0,22499,0.28463396430015564
0,22549,0.004799187183380127
0,22599,0.007909834384918213
0,22649,0.002642512321472168
0,22699,0.17956875264644623
0,22749,0.2840261161327362
0,22799,0.0023506879806518555
