exam_id,relative_path,num_nans
389560,389560,6
1082476,1082476,6
4252219,4252219,6
2769345,2769345,6
1576664,1576664,6
602736,602736,6
887470,887470,6
447893,447893,6
3167958,3167958,6
302817,302817,6
1151298,1151298,6
384403,384403,6
2540021,2540021,6
562665,562665,6
1631128,1631128,6
1100774,1100774,6
3787910,3787910,6
658366,658366,6
431955,431955,6
1493940,1493940,6
417355,417355,6
438086,438086,6
708555,708555,6
1285165,1285165,6
1239163,1239163,6
2669455,2669455,6
600592,600592,6
611213,611213,6
394351,394351,6
476672,476672,6
485132,485132,6
2662583,2662583,6
1406819,1406819,6
3073757,3073757,6
477488,477488,6
2761061,2761061,6
170452,170452,6
2946189,2946189,6
416847,416847,6
442165,442165,6
2886476,2886476,6
1579980,1579980,6
1012326,1012326,6
1036782,1036782,6
2761425,2761425,6
793040,793040,6
1671991,1671991,6
997422,997422,6
208449,208449,6
459440,459440,6
1585843,1585843,6
878813,878813,6
1026654,1026654,6
1034195,1034195,6
1254278,1254278,6
504711,504711,6
970662,970662,6
514282,514282,6
772357,772357,6
1445050,1445050,6
1091909,1091909,6
1121456,1121456,6
186032,186032,6
239887,239887,6
2872890,2872890,6
1045693,1045693,6
253112,253112,6
756263,756263,6
487868,487868,6
710994,710994,6
1037116,1037116,6
1451061,1451061,6
1101991,1101991,6
2902144,2902144,6
2873016,2873016,6
2667995,2667995,6
1619281,1619281,6
193537,193537,6
2843219,2843219,6
495545,495545,6
248017,248017,6
268815,268815,6
1641803,1641803,6
3125287,3125287,6
1223778,1223778,6
1122127,1122127,6
2858281,2858281,6
874272,874272,6
4269757,4269757,6
4248707,4248707,6
1033053,1033053,6
2976772,2976772,6
2949407,2949407,6
3398572,3398572,6
1411106,1411106,6
151800,151800,6
1423179,1423179,6
1221137,1221137,6
1149335,1149335,6
704315,704315,6
2539636,2539636,6
1011222,1011222,6
748277,748277,6
725836,725836,6
510833,510833,6
2876458,2876458,6
3006991,3006991,6
602137,602137,6
444955,444955,6
2898760,2898760,6
1009988,1009988,6
10163,10163,6
1020143,1020143,6
102085,102085,6
1020860,1020860,6
1020861,1020861,6
1045453,1045453,6
104832,104832,13
1088268,1088268,13
1092558,1092558,6
1097244,1097244,6
1097957,1097957,13
1101228,1101228,6
1106740,1106740,6
1125189,1125189,6
1127506,1127506,6
113212,113212,6
1133183,1133183,6
1134788,1134788,6
1136480,1136480,6
1138801,1138801,6
1140788,1140788,6
114173,114173,7
1156277,1156277,6
115721,115721,6
1172034,1172034,6
1172990,1172990,6
117915,117915,6
1196487,1196487,13
1197846,1197846,6
1198535,1198535,6
1222567,1222567,6
1224050,1224050,6
1244617,1244617,6
1252491,1252491,6
1254816,1254816,6
126444,126444,6
1268155,1268155,6
1271015,1271015,6
1272282,1272282,6
1279443,1279443,6
1284876,1284876,6
1291946,1291946,6
1296655,1296655,6
129732,129732,6
1300,1300,6
1302303,1302303,6
1306361,1306361,6
1317956,1317956,6
1319530,1319530,6
1325823,1325823,6
1330870,1330870,6
1346632,1346632,6
1348356,1348356,6
1371488,1371488,6
137977,137977,6
1394331,1394331,6
1401767,1401767,6
1408718,1408718,6
142108,142108,6
1429931,1429931,6
1456644,1456644,6
147125,147125,6
1490631,1490631,6
1496954,1496954,6
1523972,1523972,6
1532651,1532651,6
153934,153934,6
1540730,1540730,6
1541080,1541080,6
1547045,1547045,6
1549881,1549881,6
1554977,1554977,6
1565354,1565354,6
1566999,1566999,6
1570762,1570762,6
1595939,1595939,6
159708,159708,6
1606262,1606262,6
1610475,1610475,6
162088,162088,6
1625419,1625419,6
1638391,1638391,6
1638989,1638989,6
1650986,1650986,6
1651611,1651611,6
1653258,1653258,6
1665433,1665433,6
1672113,1672113,6
171772,171772,6
172007,172007,6
185136,185136,6
192884,192884,6
195648,195648,6
204015,204015,13
210295,210295,6
210865,210865,6
216400,216400,6
219605,219605,6
229141,229141,6
234733,234733,6
241543,241543,6
243352,243352,6
2503264,2503264,6
2503585,2503585,6
2503735,2503735,6
2519781,2519781,6
2525830,2525830,6
2531761,2531761,6
2531903,2531903,6
2531911,2531911,6
2532235,2532235,6
2532759,2532759,6
2533282,2533282,6
2533982,2533982,6
2538552,2538552,6
2538920,2538920,6
254975,254975,6
25549,25549,7
256721,256721,6
2655354,2655354,6
2656017,2656017,6
2657550,2657550,6
2658277,2658277,6
2661458,2661458,6
2664710,2664710,6
2665398,2665398,6
2671048,2671048,6
2672008,2672008,6
2672597,2672597,6
2676003,2676003,6
2676496,2676496,6
2678080,2678080,13
2679904,2679904,6
2680498,2680498,6
2683207,2683207,6
2687310,2687310,6
271678,271678,6
2730098,2730098,6
2734959,2734959,6
2740829,2740829,6
274230,274230,6
2743585,2743585,6
274493,274493,6
2750816,2750816,6
2756924,2756924,6
2761305,2761305,6
2763293,2763293,6
2765659,2765659,6
2766386,2766386,6
2767239,2767239,6
2773019,2773019,6
2773684,2773684,6
2775976,2775976,6
2778056,2778056,6
2778172,2778172,6
2779053,2779053,6
2792057,2792057,6
2792791,2792791,6
2795505,2795505,6
2797229,2797229,6
2801552,2801552,6
2801735,2801735,6
281171,281171,6
2816239,2816239,6
2816993,2816993,6
2818439,2818439,6
2819270,2819270,6
2822184,2822184,6
2827180,2827180,6
2836319,2836319,6
2838558,2838558,6
2838709,2838709,6
2838770,2838770,6
284580,284580,6
2853920,2853920,6
2856783,2856783,6
2858306,2858306,6
2862771,2862771,6
286332,286332,6
2864278,2864278,6
2864537,2864537,13
286835,286835,6
287035,287035,6
2876563,2876563,6
287886,287886,6
2884560,2884560,6
2885042,2885042,6
2885477,2885477,6
2891124,2891124,6
2893730,2893730,6
2893752,2893752,6
2893891,2893891,6
2894674,2894674,6
2904282,2904282,6
2905181,2905181,6
2915792,2915792,6
2920113,2920113,6
2920543,2920543,6
2921689,2921689,6
2926529,2926529,6
2938437,2938437,6
2941329,2941329,6
2942379,2942379,6
2942706,2942706,6
2944908,2944908,6
2947390,2947390,6
2949176,2949176,6
2954200,2954200,6
2958419,2958419,6
2967158,2967158,6
2967466,2967466,6
2967665,2967665,6
2969444,2969444,6
2977630,2977630,6
2980325,2980325,13
2980705,2980705,6
2984278,2984278,7
2985754,2985754,6
2985818,2985818,6
2991256,2991256,6
2996517,2996517,6
2996959,2996959,6
2998554,2998554,6
3010142,3010142,6
3020202,3020202,6
3023090,3023090,6
3027740,3027740,6
3029925,3029925,6
3040010,3040010,6
3046991,3046991,6
3051628,3051628,6
3051653,3051653,6
3057244,3057244,6
3064300,3064300,6
3068004,3068004,6
3096754,3096754,6
30990,30990,6
3108110,3108110,6
3117808,3117808,6
3120584,3120584,6
3127145,3127145,6
3135007,3135007,6
3137276,3137276,6
3139304,3139304,6
3141544,3141544,6
3153013,3153013,6
3153031,3153031,6
3157817,3157817,6
3175964,3175964,6
3180094,3180094,6
3188137,3188137,6
3193243,3193243,6
3195515,3195515,6
3197657,3197657,6
3200530,3200530,13
3206903,3206903,6
3211603,3211603,6
3225763,3225763,13
323833,323833,6
329227,329227,6
332174,332174,6
333354,333354,6
3394589,3394589,6
3399393,3399393,6
3401766,3401766,6
3405537,3405537,6
3408028,3408028,6
3412243,3412243,6
346062,346062,6
355871,355871,6
357655,357655,6
360314,360314,6
3626738,3626738,6
3630865,3630865,6
3631492,3631492,6
371980,371980,6
3789788,3789788,6
3793342,3793342,6
3797987,3797987,6
37987,37987,6
3799498,3799498,6
384733,384733,6
390178,390178,6
396556,396556,6
398132,398132,6
398190,398190,6
407543,407543,6
408503,408503,6
416643,416643,13
417958,417958,6
4195420,4195420,6
419710,419710,6
4199725,4199725,6
4199751,4199751,6
420623,420623,13
4208460,4208460,6
4212284,4212284,6
4212873,4212873,6
4223,4223,7
423180,423180,13
4238630,4238630,6
4244783,4244783,6
4244784,4244784,6
424846,424846,6
4249365,4249365,6
4252920,4252920,6
425517,425517,6
4260239,4260239,6
4265185,4265185,6
4266987,4266987,6
42796,42796,6
434158,434158,6
4388217,4388217,6
4392673,4392673,6
4395984,4395984,6
4398305,4398305,6
4406287,4406287,6
4410229,4410229,6
4414044,4414044,6
44211,44211,6
446844,446844,7
457482,457482,6
460857,460857,6
46612,46612,6
474396,474396,6
488994,488994,6
503001,503001,6
512610,512610,6
513186,513186,6
5247,5247,6
531590,531590,6
532491,532491,6
53306,53306,6
542995,542995,6
54474,54474,6
54550,54550,6
545883,545883,6
547574,547574,6
549095,549095,13
552815,552815,6
563637,563637,6
568658,568658,6
571465,571465,6
579462,579462,6
582859,582859,6
58452,58452,6
592509,592509,6
61082,61082,6
611196,611196,6
625675,625675,6
631042,631042,6
632268,632268,6
634675,634675,6
636069,636069,6
636220,636220,6
666055,666055,6
66969,66969,6
679332,679332,6
68665,68665,6
697064,697064,6
702169,702169,6
704086,704086,6
706073,706073,6
706588,706588,6
71740,71740,6
719654,719654,6
739322,739322,6
746470,746470,6
758600,758600,6
763678,763678,13
769569,769569,6
774079,774079,13
782629,782629,6
784828,784828,6
793116,793116,6
795649,795649,6
798273,798273,6
80760,80760,6
825265,825265,6
82753,82753,6
82859,82859,6
851785,851785,6
854857,854857,6
858335,858335,6
862489,862489,6
87618,87618,6
885745,885745,6
903239,903239,6
903545,903545,6
911066,911066,6
92971,92971,6
931087,931087,6
937941,937941,6
939048,939048,13
94232,94232,6
944678,944678,6
950933,950933,6
952626,952626,6
968008,968008,6
975703,975703,6
